     channel     |              id              |   sales   | returns  |  profit   
 catalog channel | catalog_pageAAAAAAAABBABAAAA |  58871.24 |     0.00 |  -6354.04
 catalog channel | catalog_pageAAAAAAAABCABAAAA |  28393.00 |     0.00 |  -6396.74
 catalog channel | catalog_pageAAAAAAAABDABAAAA |  57167.69 |     0.00 | -10407.89
 catalog channel | catalog_pageAAAAAAAABDCBAAAA |  42660.67 |     0.00 |  -1761.52
 catalog channel | catalog_pageAAAAAAAABDPAAAAA |      0.00 |   381.07 |   -962.31
 catalog channel | catalog_pageAAAAAAAABEABAAAA |  43231.31 |  1392.90 | -14074.05
 catalog channel | catalog_pageAAAAAAAABECBAAAA |  54691.24 |    10.56 | -20434.41
 catalog channel | catalog_pageAAAAAAAABFABAAAA |  65958.85 |     0.00 |   4068.69
 catalog channel | catalog_pageAAAAAAAABFCBAAAA |  76582.59 |     0.00 |  20591.22
 catalog channel | catalog_pageAAAAAAAABFIAAAAA |      0.00 |    11.43 |    -23.44
 catalog channel | catalog_pageAAAAAAAABFMAAAAA |      0.00 |  1755.15 |   -894.72
 catalog channel | catalog_pageAAAAAAAABFPAAAAA |      0.00 |  4740.52 |  -1393.49
 catalog channel | catalog_pageAAAAAAAABGABAAAA |  35496.94 |  3376.62 | -26410.55
 catalog channel | catalog_pageAAAAAAAABGCBAAAA |  24533.41 |     0.00 |   -608.30
 catalog channel | catalog_pageAAAAAAAABGPAAAAA |      0.00 |   249.69 |   -253.25
 catalog channel | catalog_pageAAAAAAAABHABAAAA |  38802.60 |  1176.08 |  -6904.11
 catalog channel | catalog_pageAAAAAAAABHCBAAAA |  30686.23 |     0.00 |  -9785.42
 catalog channel | catalog_pageAAAAAAAABHPAAAAA |      0.00 |  2202.00 |  -3022.79
 catalog channel | catalog_pageAAAAAAAABICBAAAA |  51494.36 |     0.00 |  -8542.33
 catalog channel | catalog_pageAAAAAAAABIPAAAAA |      0.00 |     2.52 |    -56.19
 catalog channel | catalog_pageAAAAAAAABJMAAAAA |      0.00 |   508.40 |   -511.16
 catalog channel | catalog_pageAAAAAAAABJPAAAAA |      0.00 |  5448.28 |  -1603.45
 catalog channel | catalog_pageAAAAAAAABKABAAAA |      0.00 |  1295.49 |   -467.35
 catalog channel | catalog_pageAAAAAAAABKPAAAAA |  67622.52 |  5022.36 | -24170.26
 catalog channel | catalog_pageAAAAAAAABLPAAAAA |  94732.64 |   150.64 | -11332.68
 catalog channel | catalog_pageAAAAAAAABMBBAAAA |      0.00 |   862.41 |   -997.89
 catalog channel | catalog_pageAAAAAAAABMPAAAAA |  73365.99 |     0.00 |  -1700.21
 catalog channel | catalog_pageAAAAAAAABNABAAAA |      0.00 |   821.36 |   -100.98
 catalog channel | catalog_pageAAAAAAAABNPAAAAA |  52375.55 |   168.54 | -28431.68
 catalog channel | catalog_pageAAAAAAAABOPAAAAA |  69436.75 |  3533.78 | -12177.13
 catalog channel | catalog_pageAAAAAAAABPABAAAA |      0.00 |   840.00 |   -580.31
 catalog channel | catalog_pageAAAAAAAABPPAAAAA |  86504.40 |     0.00 |  -9553.20
 catalog channel | catalog_pageAAAAAAAACAABAAAA |  63605.39 |     0.00 | -18539.00
 catalog channel | catalog_pageAAAAAAAACAJAAAAA |      0.00 |    78.15 |   -248.75
 catalog channel | catalog_pageAAAAAAAACBABAAAA |  12953.77 |     0.00 | -15194.11
 catalog channel | catalog_pageAAAAAAAACCABAAAA |  29084.81 |     0.00 |   2516.12
 catalog channel | catalog_pageAAAAAAAACDABAAAA |  43965.12 |     6.96 |  11384.06
 catalog channel | catalog_pageAAAAAAAACDCBAAAA |  49974.76 |     0.00 |   3776.39
 catalog channel | catalog_pageAAAAAAAACDPAAAAA |      0.00 |   780.77 |  -1403.50
 catalog channel | catalog_pageAAAAAAAACEABAAAA |  71989.27 |     0.00 |  -1488.19
 catalog channel | catalog_pageAAAAAAAACECBAAAA |  45822.70 |     0.00 |   -654.88
 catalog channel | catalog_pageAAAAAAAACEPAAAAA |      0.00 |   103.50 |   -345.89
 catalog channel | catalog_pageAAAAAAAACFABAAAA |  41084.16 |  1806.84 |  -5006.96
 catalog channel | catalog_pageAAAAAAAACFCBAAAA |  33000.46 |     0.00 |    671.03
 catalog channel | catalog_pageAAAAAAAACFPAAAAA |      0.00 |    48.22 |   -160.06
 catalog channel | catalog_pageAAAAAAAACGABAAAA |  53758.36 |     0.00 |    209.60
 catalog channel | catalog_pageAAAAAAAACGCBAAAA |  41292.56 |     0.00 |   2693.91
 catalog channel | catalog_pageAAAAAAAACGPAAAAA |      0.00 |   625.95 |   -305.36
 catalog channel | catalog_pageAAAAAAAACHABAAAA |  62799.51 |     0.00 |  14134.41
 catalog channel | catalog_pageAAAAAAAACHCBAAAA |  69108.14 |     0.00 |  -5591.73
 catalog channel | catalog_pageAAAAAAAACHPAAAAA |      0.00 |   767.88 |   -636.29
 catalog channel | catalog_pageAAAAAAAACICBAAAA |  88031.38 |     0.00 |  12548.55
 catalog channel | catalog_pageAAAAAAAACIPAAAAA |      0.00 |  8064.00 |  -2285.70
 catalog channel | catalog_pageAAAAAAAACJABAAAA |      0.00 |  1276.77 |   -155.23
 catalog channel | catalog_pageAAAAAAAACJPAAAAA |      0.00 |  2982.16 |  -1637.60
 catalog channel | catalog_pageAAAAAAAACKPAAAAA |  89264.81 |  8430.53 |    733.02
 catalog channel | catalog_pageAAAAAAAACLPAAAAA |  86922.59 |  3262.56 |  -5448.98
 catalog channel | catalog_pageAAAAAAAACMPAAAAA |  62298.01 |     0.00 | -21444.79
 catalog channel | catalog_pageAAAAAAAACNPAAAAA |  72217.94 |   408.65 | -13627.25
 catalog channel | catalog_pageAAAAAAAACOPAAAAA | 106389.88 |    54.81 |   6028.66
 catalog channel | catalog_pageAAAAAAAACPBBAAAA |      0.00 |   210.90 |   -219.78
 catalog channel | catalog_pageAAAAAAAACPPAAAAA | 112498.55 |     0.00 |  -5276.98
 catalog channel | catalog_pageAAAAAAAADAABAAAA |  93155.06 |     0.00 |   2798.51
 catalog channel | catalog_pageAAAAAAAADBABAAAA |  45908.43 |  1252.86 |  -5146.55
 catalog channel | catalog_pageAAAAAAAADCABAAAA |  40308.63 |     0.00 |  -8446.84
 catalog channel | catalog_pageAAAAAAAADDABAAAA |  55635.34 |     0.00 |  -4080.10
(100 rows)

