 d_week_seq1 | round | round | round | round | round | round | round 
        5115 |  0.87 |  1.15 |  1.05 |  1.06 |  0.96 |  0.83 |  1.29
        5115 |  0.87 |  1.15 |  1.05 |  1.06 |  0.96 |  0.83 |  1.29
        5115 |  0.87 |  1.15 |  1.05 |  1.06 |  0.96 |  0.83 |  1.29
        5115 |  0.87 |  1.15 |  1.05 |  1.06 |  0.96 |  0.83 |  1.29
        5115 |  0.87 |  1.15 |  1.05 |  1.06 |  0.96 |  0.83 |  1.29
        5115 |  0.87 |  1.15 |  1.05 |  1.06 |  0.96 |  0.83 |  1.29
        5115 |  0.87 |  1.15 |  1.05 |  1.06 |  0.96 |  0.83 |  1.29
        5115 |  0.87 |  1.15 |  1.05 |  1.06 |  0.96 |  0.83 |  1.29
        5115 |  0.87 |  1.15 |  1.05 |  1.06 |  0.96 |  0.83 |  1.29
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5116 |  0.95 |  0.94 |  0.87 |  0.89 |  1.40 |  0.84 |  0.92
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5117 |  0.84 |  1.24 |  0.95 |  1.35 |  0.65 |  0.74 |  1.09
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5118 |  1.07 |  1.11 |  1.15 |  0.91 |  0.92 |  1.46 |  1.33
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5119 |  0.99 |  0.88 |  0.98 |  0.88 |  1.26 |  1.13 |  1.13
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
        5120 |  1.27 |  0.96 |  0.90 |  0.85 |  0.73 |  1.09 |  0.86
