 w_warehouse_sk | i_item_sk | d_moy |         mean         |        cov         | w_warehouse_sk | i_item_sk | d_moy |         mean         |          cov           
              2 |      5984 |     1 | 434.2500000000000000 | 1.1171243328454370 |              2 |      5984 |     2 | 209.0000000000000000 |     1.4875946148041818
              2 |      6272 |     1 | 320.5000000000000000 | 1.0216951780314758 |              2 |      6272 |     2 | 260.0000000000000000 |     1.6873148959768615
              2 |      6512 |     1 | 391.7500000000000000 | 1.0108323716600306 |              2 |      6512 |     2 | 347.5000000000000000 |     1.0462308389200576
              2 |      6956 |     1 | 154.3333333333333333 | 1.1026229944202009 |              2 |      6956 |     2 | 272.2500000000000000 |     1.2250064128784022
              2 |      7460 |     1 | 378.0000000000000000 | 1.0079075759525344 |              2 |      7460 |     2 | 395.5000000000000000 |     1.0726856545646296
              2 |      7466 |     1 | 193.7500000000000000 | 1.0096480809231639 |              2 |      7466 |     2 | 250.7500000000000000 |     1.1470642035811486
              2 |      9020 |     1 | 317.0000000000000000 | 1.1242328634637855 |              2 |      9020 |     2 | 300.5000000000000000 |     1.0567160496430649
              2 |     10082 |     1 | 329.7500000000000000 | 1.2146927711864321 |              2 |     10082 |     2 | 345.6666666666666667 |     1.0754746697686779
              2 |     10676 |     1 | 465.6666666666666667 | 1.0033053950431890 |              2 |     10676 |     2 | 370.7500000000000000 |     1.0895370204489602
              2 |     10826 |     1 | 276.5000000000000000 | 1.0510690789335262 |              2 |     10826 |     2 | 300.0000000000000000 |     1.0161692772368200
              2 |     11396 |     1 | 269.5000000000000000 | 1.0126970120022004 |              2 |     11396 |     2 | 241.2500000000000000 |     1.1643137675294383
              2 |     13928 |     1 | 352.7500000000000000 | 1.2294866454590758 |              2 |     13928 |     2 | 416.0000000000000000 |     1.0302240727932548
              2 |     15218 |     1 | 288.6666666666666667 | 1.1635821544586224 |              2 |     15218 |     2 | 219.5000000000000000 |     1.1151623272502961
              2 |     16166 |     1 | 200.6666666666666667 | 1.2195496974964734 |              2 |     16166 |     2 | 297.2500000000000000 |     1.1397423211338503
              2 |     16346 |     1 | 325.5000000000000000 | 1.1430512033181813 |              2 |     16346 |     2 | 177.5000000000000000 |     1.2384844827683775
              2 |     17738 |     1 | 277.5000000000000000 | 1.4302796068628901 |              2 |     17738 |     2 | 332.0000000000000000 |     1.0182014960427861
              3 |       836 |     1 | 178.7500000000000000 | 1.0633430705390993 |              3 |       836 |     2 | 363.2500000000000000 |     1.0086665419302794
              3 |      3074 |     1 | 368.2500000000000000 | 1.0717487789944250 |              3 |      3074 |     2 | 433.5000000000000000 |     1.0875968235147151
              3 |      3722 |     1 | 290.0000000000000000 | 1.1016976054941966 |              3 |      3722 |     2 | 367.0000000000000000 |     1.0539782858139482
              3 |      5738 |     1 | 407.6666666666666667 | 1.0588267968802445 |              3 |      5738 |     2 | 234.2500000000000000 |     1.0080817144855582
              3 |      7808 |     1 | 301.5000000000000000 | 1.0323655036700697 |              3 |      7808 |     2 | 354.0000000000000000 |     1.1754976914857147
              3 |      8006 |     1 | 264.2500000000000000 | 1.3961856901541949 |              3 |      8006 |     2 | 307.7500000000000000 |     1.4121892900889748
              3 |      9056 |     1 | 348.6666666666666667 | 1.0060518846560306 |              3 |      9056 |     2 | 347.2500000000000000 |     1.3049591106913780
              3 |      9068 |     1 | 235.0000000000000000 | 1.0158068656741234 |              3 |      9068 |     2 | 314.0000000000000000 |     1.2964639194633854
              3 |     11246 |     1 | 269.2500000000000000 | 1.0352255946048319 |              3 |     11246 |     2 | 455.0000000000000000 |     1.1348621448934176
              3 |     12920 |     1 | 437.7500000000000000 | 1.0175674200811970 |              3 |     12920 |     2 | 350.3333333333333333 | 1.00100935750992673654
              3 |     13070 |     1 | 334.3333333333333333 | 1.1663330401058285 |              3 |     13070 |     2 | 446.0000000000000000 |     1.0799706218545269
              3 |     13334 |     1 | 262.7500000000000000 | 1.0111063092840723 |              3 |     13334 |     2 | 306.5000000000000000 |     1.3869327613944731
              3 |     15902 |     1 | 220.0000000000000000 | 1.0633449484240000 |              3 |     15902 |     2 | 279.3333333333333333 |     1.2502510271349344
              4 |      1724 |     1 | 351.7500000000000000 | 1.1280954456642814 |              4 |      1724 |     2 | 489.5000000000000000 |     1.0879011656116874
              4 |      4658 |     1 | 155.0000000000000000 | 1.5277931552006774 |              4 |      4658 |     2 | 468.7500000000000000 |     1.0543579601578155
              4 |      5606 |     1 | 335.0000000000000000 | 1.0634605041351313 |              4 |      5606 |     2 | 261.5000000000000000 |     1.0844452753833499
              4 |      5630 |     1 | 295.7500000000000000 | 1.0240335248725139 |              4 |      5630 |     2 | 280.0000000000000000 |     1.1690015508331643
              4 |      7010 |     1 | 292.6666666666666667 | 1.2273571741809841 |              4 |      7010 |     2 | 289.5000000000000000 |     1.3153941280927772
              4 |      7160 |     1 | 307.5000000000000000 | 1.1428685211372813 |              4 |      7160 |     2 | 237.6666666666666667 |     1.0719848423167658
              4 |      8096 |     1 | 273.0000000000000000 | 1.1235155376700696 |              4 |      8096 |     2 | 357.3333333333333333 |     1.2588224522791987
              4 |      8324 |     1 | 155.0000000000000000 | 1.3574782275961226 |              4 |      8324 |     2 | 214.7500000000000000 |     1.4441165742773132
              4 |     10286 |     1 | 285.2500000000000000 | 1.0034517320701139 |              4 |     10286 |     2 | 371.6666666666666667 |     1.1668147647713677
              4 |     11018 |     1 | 363.3333333333333333 | 1.2411358970542486 |              4 |     11018 |     2 | 322.7500000000000000 |     1.2705405610406414
              4 |     11504 |     1 | 319.3333333333333333 | 1.2996025855523956 |              4 |     11504 |     2 | 402.0000000000000000 |     1.0519417855848284
              5 |        62 |     1 | 330.2500000000000000 | 1.0410756585436397 |              5 |        62 |     2 | 409.7500000000000000 |     1.0080614141682904
              5 |      1922 |     1 | 334.5000000000000000 | 1.3094682300537309 |              5 |      1922 |     2 | 302.0000000000000000 |     1.5991663489799967
              5 |      1970 |     1 | 238.7500000000000000 | 1.2395706375359874 |              5 |      1970 |     2 | 247.7500000000000000 |     1.0218598946304016
              5 |      2390 |     1 | 331.2500000000000000 | 1.0257500620264392 |              5 |      2390 |     2 | 352.7500000000000000 |     1.0915690167312204
              5 |      4214 |     1 | 300.6666666666666667 | 1.1282807009477162 |              5 |      4214 |     2 | 374.2500000000000000 |     1.1151035652045023
              5 |      4556 |     1 | 242.0000000000000000 | 1.0169319902374256 |              5 |      4556 |     2 | 414.2500000000000000 |     1.0067521054790730
              5 |      6080 |     1 | 459.2500000000000000 | 1.0501174467611715 |              5 |      6080 |     2 | 262.5000000000000000 |     1.5912246124277257
              5 |      6854 |     1 | 325.5000000000000000 | 1.1090885104567066 |              5 |      6854 |     2 | 299.2500000000000000 |     1.3213416692459348
              5 |      7412 |     1 | 327.2500000000000000 | 1.3018392563697235 |              5 |      7412 |     2 | 431.0000000000000000 |     1.1294729346438886
              5 |      7928 |     1 | 370.5000000000000000 | 1.0240807792940027 |              5 |      7928 |     2 | 319.7500000000000000 |     1.0164956567851790
              5 |      9398 |     1 | 264.5000000000000000 | 1.0124069090753422 |              5 |      9398 |     2 | 287.0000000000000000 |     1.3797205486566794
              5 |     10712 |     1 | 293.5000000000000000 | 1.3933459006259523 |              5 |     10712 |     2 | 353.3333333333333333 |     1.0076995326815462
              5 |     11426 |     1 | 399.0000000000000000 | 1.1666283048268221 |              5 |     11426 |     2 | 155.7500000000000000 |     1.0206766297442889
              5 |     14030 |     1 | 375.7500000000000000 | 1.0641946109711244 |              5 |     14030 |     2 | 458.0000000000000000 |     1.0558930293518559
              5 |     17096 |     1 | 305.0000000000000000 | 1.2555222460651967 |              5 |     17096 |     2 | 444.5000000000000000 |     1.0147445465668391
              5 |     17564 |     1 | 376.5000000000000000 | 1.0039828926497610 |              5 |     17564 |     2 | 135.7500000000000000 |     1.1664870209368103
(75 rows)

 w_warehouse_sk | i_item_sk | d_moy |         mean         |        cov         | w_warehouse_sk | i_item_sk | d_moy |         mean         |        cov         
----------------+-----------+-------+----------------------+--------------------+----------------+-----------+-------+----------------------+--------------------
              2 |      3638 |     1 | 152.6666666666666667 | 1.6131943546920131 |              2 |      3638 |     2 | 366.3333333333333333 | 1.0911246097178872
              4 |      4658 |     1 | 155.0000000000000000 | 1.5277931552006774 |              4 |      4658 |     2 | 468.7500000000000000 | 1.0543579601578155
(2 rows)

