     channel     |              id              |   sales    | returns  |   profit   
 catalog channel | catalog_pageAAAAAAAABFABAAAA |  576039.75 |     0.00 |  -67949.95
 catalog channel | catalog_pageAAAAAAAABFCBAAAA |  615566.55 |     0.00 |   78660.80
 catalog channel | catalog_pageAAAAAAAABFIAAAAA |       0.00 |    57.15 |    -117.20
 catalog channel | catalog_pageAAAAAAAABFMAAAAA |       0.00 |  8775.75 |   -4473.60
 catalog channel | catalog_pageAAAAAAAABFPAAAAA |       0.00 | 26460.30 |   -7733.25
 catalog channel | catalog_pageAAAAAAAABGABAAAA |  221701.55 | 16883.10 | -145635.55
 catalog channel | catalog_pageAAAAAAAABGCBAAAA |  259876.30 |  2195.25 |  -73823.55
 catalog channel | catalog_pageAAAAAAAABGPAAAAA |       0.00 |  1248.45 |   -1266.25
 catalog channel | catalog_pageAAAAAAAABHABAAAA |  416709.50 |  5880.40 |  -80415.05
 catalog channel | catalog_pageAAAAAAAABHCBAAAA |  435814.70 |     0.00 |  -48523.15
 catalog channel | catalog_pageAAAAAAAABHPAAAAA |       0.00 | 11637.80 |  -15405.75
 catalog channel | catalog_pageAAAAAAAABICBAAAA |  635185.50 |     0.00 |  -13110.05
 catalog channel | catalog_pageAAAAAAAABIPAAAAA |       0.00 | 14163.20 |   -7191.00
 catalog channel | catalog_pageAAAAAAAABJBBAAAA |       0.00 |   970.20 |    -776.30
 catalog channel | catalog_pageAAAAAAAABJMAAAAA |       0.00 |  2542.00 |   -2555.80
 catalog channel | catalog_pageAAAAAAAABJPAAAAA |       0.00 | 27241.40 |   -8017.25
 catalog channel | catalog_pageAAAAAAAABKABAAAA |       0.00 |  6477.45 |   -2336.75
 catalog channel | catalog_pageAAAAAAAABKBBAAAA |       0.00 | 13237.00 |  -13467.80
 catalog channel | catalog_pageAAAAAAAABKPAAAAA |  908210.40 | 25111.80 |  -88565.65
 catalog channel | catalog_pageAAAAAAAABLPAAAAA | 1012087.15 |   753.20 |  -97825.95
 catalog channel | catalog_pageAAAAAAAABMABAAAA |       0.00 |   961.00 |    -579.00
 catalog channel | catalog_pageAAAAAAAABMBBAAAA |       0.00 |  4312.05 |   -4989.45
 catalog channel | catalog_pageAAAAAAAABMPAAAAA |  620644.45 |   397.45 |  -80327.60
 catalog channel | catalog_pageAAAAAAAABNABAAAA |       0.00 |  4106.80 |    -504.90
 catalog channel | catalog_pageAAAAAAAABNPAAAAA |  809693.40 |  3342.95 | -205838.25
 catalog channel | catalog_pageAAAAAAAABOPAAAAA |  701385.35 | 17668.90 | -200251.20
 catalog channel | catalog_pageAAAAAAAABPABAAAA |       0.00 |  4200.00 |   -2901.55
 catalog channel | catalog_pageAAAAAAAABPPAAAAA | 1238062.60 |  1957.30 |   51876.15
 catalog channel | catalog_pageAAAAAAAACAABAAAA |  844978.65 | 13279.20 |  -87159.80
 catalog channel | catalog_pageAAAAAAAACAJAAAAA |       0.00 | 13588.90 |   -7041.20
 catalog channel | catalog_pageAAAAAAAACBABAAAA |  194587.15 |     0.00 |  -71570.75
 catalog channel | catalog_pageAAAAAAAACBIAAAAA |       0.00 | 13075.80 |   -3273.45
 catalog channel | catalog_pageAAAAAAAACCABAAAA |  369730.30 |   187.10 |  -78879.70
 catalog channel | catalog_pageAAAAAAAACCBBAAAA |       0.00 | 15802.50 |   -2113.80
 catalog channel | catalog_pageAAAAAAAACDABAAAA |  456745.30 |    34.80 |  100194.20
 catalog channel | catalog_pageAAAAAAAACDBBAAAA |       0.00 |   189.60 |   -2694.10
 catalog channel | catalog_pageAAAAAAAACDCBAAAA |  473513.70 |     0.00 |   19798.50
 catalog channel | catalog_pageAAAAAAAACDPAAAAA |       0.00 | 26789.35 |   -8952.90
 catalog channel | catalog_pageAAAAAAAACEABAAAA |  487560.45 |     0.00 |  -40793.55
 catalog channel | catalog_pageAAAAAAAACECBAAAA |  350839.45 |     0.00 |   -9384.65
 catalog channel | catalog_pageAAAAAAAACEPAAAAA |       0.00 | 15741.70 |   -3290.15
 catalog channel | catalog_pageAAAAAAAACFABAAAA |  260060.65 |  9817.20 |  -98120.70
 catalog channel | catalog_pageAAAAAAAACFCBAAAA |  292898.80 |     0.00 |   -8129.10
 catalog channel | catalog_pageAAAAAAAACFMAAAAA |       0.00 |  4936.40 |   -4586.10
 catalog channel | catalog_pageAAAAAAAACFPAAAAA |       0.00 |   241.10 |    -800.30
 catalog channel | catalog_pageAAAAAAAACGABAAAA |  436291.90 |     0.00 |   16767.85
 catalog channel | catalog_pageAAAAAAAACGCBAAAA |  382843.95 |     0.00 |   -6904.35
 catalog channel | catalog_pageAAAAAAAACGPAAAAA |       0.00 |  5724.95 |   -4370.35
 catalog channel | catalog_pageAAAAAAAACHABAAAA |  517346.90 |     0.00 |   21209.95
 catalog channel | catalog_pageAAAAAAAACHCBAAAA |  450590.80 |     0.00 |  -27709.50
 catalog channel | catalog_pageAAAAAAAACHPAAAAA |       0.00 |  9756.85 |   -6214.25
(100 rows)

