     channel     |              id              |   sales   | returns  |  profit   
 catalog channel | catalog_pageAAAAAAAAAKPAAAAA | 190418.64 |     0.00 | -52336.28
 catalog channel | catalog_pageAAAAAAAAALPAAAAA | 179341.20 |     0.00 | -42435.52
 catalog channel | catalog_pageAAAAAAAAAMBBAAAA |      0.00 | 18867.20 |  -7328.76
 catalog channel | catalog_pageAAAAAAAAAMPAAAAA | 384734.84 |     1.60 |  55089.12
 catalog channel | catalog_pageAAAAAAAAANPAAAAA | 302595.24 |     0.00 |  88427.28
 catalog channel | catalog_pageAAAAAAAAAOBBAAAA |      0.00 |  1410.60 |  -1108.92
 catalog channel | catalog_pageAAAAAAAAAOPAAAAA |  70941.12 |     0.00 | -24560.56
 catalog channel | catalog_pageAAAAAAAAAPPAAAAA | 116680.04 |     0.00 | -66315.48
 catalog channel | catalog_pageAAAAAAAABAABAAAA | 157004.96 |  2634.40 | -38563.80
 catalog channel | catalog_pageAAAAAAAABBABAAAA |  96740.84 |     0.00 |  -9084.60
 catalog channel | catalog_pageAAAAAAAABCABAAAA |  74391.24 |     0.00 |   3047.96
 catalog channel | catalog_pageAAAAAAAABDABAAAA | 171189.40 |     0.00 | -38111.72
 catalog channel | catalog_pageAAAAAAAABDCBAAAA |  97693.76 |     0.00 |  13526.76
 catalog channel | catalog_pageAAAAAAAABDPAAAAA |      0.00 |          |   -502.92
 catalog channel | catalog_pageAAAAAAAABEABAAAA |  52473.64 |     0.00 | -31980.00
 catalog channel | catalog_pageAAAAAAAABECBAAAA | 124172.44 |    42.24 | -78820.72
 catalog channel | catalog_pageAAAAAAAABFABAAAA | 201082.52 |     0.00 |  23110.76
 catalog channel | catalog_pageAAAAAAAABFCBAAAA | 164070.16 |     0.00 |  43024.76
 catalog channel | catalog_pageAAAAAAAABFIAAAAA |      0.00 |    45.72 |    -93.76
 catalog channel | catalog_pageAAAAAAAABFPAAAAA |      0.00 | 18962.08 |  -5573.96
 catalog channel | catalog_pageAAAAAAAABGABAAAA | 104941.28 |     0.00 | -53908.88
 catalog channel | catalog_pageAAAAAAAABGCBAAAA |  45531.24 |     0.00 |   7989.88
 catalog channel | catalog_pageAAAAAAAABHABAAAA |  86333.92 |  4704.32 | -21908.20
 catalog channel | catalog_pageAAAAAAAABHCBAAAA |  57052.52 |     0.00 | -36391.24
 catalog channel | catalog_pageAAAAAAAABICBAAAA | 148411.92 |     0.00 |  -9387.52
 catalog channel | catalog_pageAAAAAAAABIPAAAAA |      0.00 |    10.08 |   -224.76
 catalog channel | catalog_pageAAAAAAAABJMAAAAA |      0.00 |  2033.60 |  -2044.64
 catalog channel | catalog_pageAAAAAAAABKABAAAA |      0.00 |  1807.52 |   -790.24
 catalog channel | catalog_pageAAAAAAAABKPAAAAA |  65017.04 |     0.00 | -48351.64
 catalog channel | catalog_pageAAAAAAAABLPAAAAA | 111727.24 |   602.56 | -36762.76
 catalog channel | catalog_pageAAAAAAAABMBBAAAA |      0.00 |  3449.64 |  -3991.56
 catalog channel | catalog_pageAAAAAAAABMPAAAAA | 203439.84 |     0.00 |  19841.76
 catalog channel | catalog_pageAAAAAAAABNABAAAA |      0.00 |  3285.44 |   -403.92
 catalog channel | catalog_pageAAAAAAAABNPAAAAA | 122412.72 |   674.16 | -64575.84
 catalog channel | catalog_pageAAAAAAAABOPAAAAA | 206200.04 |  6740.48 |  22958.16
 catalog channel | catalog_pageAAAAAAAABPPAAAAA | 157215.16 |     0.00 | -10778.08
 catalog channel | catalog_pageAAAAAAAACAABAAAA | 111356.32 |     0.00 | -40465.16
 catalog channel | catalog_pageAAAAAAAACAJAAAAA |      0.00 |   312.60 |   -995.00
 catalog channel | catalog_pageAAAAAAAACBABAAAA |  32500.40 |     0.00 | -52061.40
 catalog channel | catalog_pageAAAAAAAACCABAAAA |  24809.68 |     0.00 |   2088.84
 catalog channel | catalog_pageAAAAAAAACDABAAAA |  89004.64 |     0.00 |  29441.20
 catalog channel | catalog_pageAAAAAAAACDCBAAAA | 116343.96 |     0.00 |  23630.52
 catalog channel | catalog_pageAAAAAAAACDPAAAAA |      0.00 |  3123.08 |  -5614.00
 catalog channel | catalog_pageAAAAAAAACEABAAAA | 106097.64 |     0.00 |  18024.28
 catalog channel | catalog_pageAAAAAAAACECBAAAA | 145728.72 |     0.00 | -11699.28
 catalog channel | catalog_pageAAAAAAAACEPAAAAA |      0.00 |   414.00 |  -1383.56
 catalog channel | catalog_pageAAAAAAAACFABAAAA |  84237.60 |  7227.36 | -28696.12
 catalog channel | catalog_pageAAAAAAAACFCBAAAA |  60528.60 |     0.00 | -19589.32
 catalog channel | catalog_pageAAAAAAAACFPAAAAA |      0.00 |   192.88 |   -640.24
 catalog channel | catalog_pageAAAAAAAACGABAAAA |  83263.36 |     0.00 | -19255.60
 catalog channel | catalog_pageAAAAAAAACGCBAAAA |  31131.28 |     0.00 | -22326.44
 catalog channel | catalog_pageAAAAAAAACGPAAAAA |      0.00 |  2503.80 |  -1221.44
 catalog channel | catalog_pageAAAAAAAACHABAAAA | 171137.24 |     0.00 |  39806.60
 catalog channel | catalog_pageAAAAAAAACHCBAAAA | 119630.48 |     0.00 |  11848.12
 catalog channel | catalog_pageAAAAAAAACICBAAAA | 295486.80 |     0.00 |  49347.16
 catalog channel | catalog_pageAAAAAAAACIPAAAAA |      0.00 | 32256.00 |  -9142.80
 catalog channel | catalog_pageAAAAAAAACJPAAAAA |      0.00 |   785.60 |  -3680.84
 catalog channel | catalog_pageAAAAAAAACKPAAAAA | 120618.00 | 31248.52 |  -1331.76
 catalog channel | catalog_pageAAAAAAAACLPAAAAA | 206330.12 | 13050.24 |  36453.28
 catalog channel | catalog_pageAAAAAAAACMPAAAAA | 126763.00 |     0.00 | -99713.48
 catalog channel | catalog_pageAAAAAAAACNPAAAAA | 193307.76 |  1634.60 |  -5625.64
 catalog channel | catalog_pageAAAAAAAACOPAAAAA | 235770.84 |   219.24 |  20808.52
 catalog channel | catalog_pageAAAAAAAACPPAAAAA | 225602.04 |     0.00 | -56064.92
 catalog channel | catalog_pageAAAAAAAADAABAAAA | 181264.40 |     0.00 |  47580.96
 catalog channel | catalog_pageAAAAAAAADBABAAAA | 130083.44 |  5011.44 | -12662.08
 catalog channel | catalog_pageAAAAAAAADCABAAAA |  54489.76 |     0.00 |   2168.76
 catalog channel | catalog_pageAAAAAAAADDABAAAA | 184358.68 |     0.00 | -25462.40
 catalog channel | catalog_pageAAAAAAAADDCBAAAA | 244120.28 |     0.00 |  31106.12
 catalog channel | catalog_pageAAAAAAAADDPAAAAA |      0.00 |  6580.88 |  -3953.32
 catalog channel | catalog_pageAAAAAAAADEABAAAA |  66460.84 |     0.00 |   -272.24
 catalog channel | catalog_pageAAAAAAAADECBAAAA | 138457.96 |     0.00 | -14676.32
 catalog channel | catalog_pageAAAAAAAADEPAAAAA |      0.00 |   490.40 |   -522.48
 catalog channel | catalog_pageAAAAAAAADFABAAAA |  39274.04 |     0.00 | -19839.12
 catalog channel | catalog_pageAAAAAAAADFCBAAAA | 146779.08 |     0.00 |  -1066.92
 catalog channel | catalog_pageAAAAAAAADGABAAAA | 131338.92 |     0.00 | -35111.32
 catalog channel | catalog_pageAAAAAAAADGCBAAAA |  57861.80 |     0.00 | -47244.44
 catalog channel | catalog_pageAAAAAAAADGPAAAAA |      0.00 |  1992.96 |  -1879.84
 catalog channel | catalog_pageAAAAAAAADHABAAAA | 165667.72 |     0.00 |   6832.76
 catalog channel | catalog_pageAAAAAAAADHCBAAAA |  72858.36 |     0.00 | -42945.88
 catalog channel | catalog_pageAAAAAAAADHPAAAAA |      0.00 | 21192.08 |   -711.88
 catalog channel | catalog_pageAAAAAAAADICBAAAA |  29240.52 |     0.00 | -24682.44
(100 rows)

